born,gender,result,group
1979,Hea,21:37,5KM
1984,Hea,21:39,5KM
1992,Hea,21:40,5KM
1968,Hea,21:46,5KM
1974,Dame,21:49,5KM
1969,Dame,21:49,5KM
1988,Dame,21:51,5KM
1983,Hea,21:52,5KM
1972,Hea,21:54,5KM
1979,Hea,21:59,5KM
1985,Dame,22:00,5KM
1967,Hea,22:04,5KM
1966,Hea,22:09,5KM
1977,Hea,22:16,5KM
1988,Hea,22:18,5KM
1971,Hea,22:21,5KM
1994,Dame,22:25,5KM
1984,Dame,22:26,5KM
1963,Hea,22:26,5KM
1964,Hea,22:30,5KM
1973,Hea,22:34,5KM
1985,Dame,22:36,5KM
1984,Hea,22:38,5KM
1990,Hea,22:41,5KM
1979,Hea,22:42,5KM
1987,Hea,22:45,5KM
1976,Hea,22:46,5KM
1971,Hea,22:47,5KM
1962,Hea,22:48,5KM
1991,Hea,22:49,5KM
1988,Hea,22:50,5KM
1985,Hea,22:51,5KM
1982,Hea,22:53,5KM
1988,Hea,22:57,5KM
1991,Hea,22:57,5KM
1970,Hea,22:57,5KM
1991,Hea,22:59,5KM
1971,Hea,23:04,5KM
1958,Dame,23:04,5KM
2016,Hea,23:11,5KM
1978,Hea,23:12,5KM
2003,Dame,23:12,5KM
1974,Hea,23:13,5KM
2001,Dame,23:13,5KM
1982,Hea,23:13,5KM
1979,Dame,23:16,5KM
1987,Hea,23:21,5KM
1991,Dame,23:26,5KM
1979,Hea,23:27,5KM
1992,Hea,23:27,5KM
1974,Hea,23:27,5KM
1979,Hea,23:32,5KM
1961,Dame,23:35,5KM
1983,Hea,23:39,5KM
1989,Hea,23:42,5KM
1971,Hea,23:43,5KM
1987,Dame,23:44,5KM
1963,Hea,23:45,5KM
1975,Hea,23:47,5KM
1985,Hea,23:47,5KM
1965,Dame,23:48,5KM
1987,Hea,23:50,5KM
1982,Hea,23:52,5KM
1972,Hea,23:55,5KM
1969,Dame,23:55,5KM
1980,Hea,24:02,5KM
1963,Hea,24:02,5KM
1982,Hea,24:03,5KM
1988,Dame,24:06,5KM
1979,Hea,24:07,5KM
1976,Hea,24:07,5KM
1992,Hea,24:08,5KM
1977,Hea,24:08,5KM
1982,Dame,24:08,5KM
1986,Hea,24:11,5KM
1982,Hea,24:12,5KM
1959,Hea,24:13,5KM
1966,Hea,24:15,5KM
1989,Dame,24:15,5KM
1978,Hea,24:17,5KM
1970,Hea,24:17,5KM
1967,Hea,24:18,5KM
1963,Hea,24:19,5KM
1987,Dame,24:20,5KM
1957,Hea,24:20,5KM
1954,Dame,24:23,5KM
1969,Hea,24:25,5KM
1987,Hea,24:27,5KM
1964,Hea,24:27,5KM
1989,Hea,24:30,5KM
1899,Hea,24:31,5KM
1963,Hea,24:31,5KM
1971,Hea,24:33,5KM
1973,Hea,24:35,5KM
1984,Hea,24:37,5KM
1975,Dame,24:40,5KM
1973,Hea,24:41,5KM
1973,Hea,24:42,5KM
1991,Hea,24:43,5KM
1973,Dame,24:44,5KM
1981,Dame,24:47,5KM
1972,Hea,24:47,5KM
1985,Dame,24:48,5KM
1972,Dame,24:49,5KM
1987,Hea,24:51,5KM
1996,Hea,24:51,5KM
1989,Dame,24:51,5KM
1977,Hea,24:51,5KM
1980,Hea,24:53,5KM
1973,Hea,24:54,5KM
1990,Hea,24:56,5KM
1991,Dame,24:57,5KM
1983,Hea,25:00,5KM
1964,Hea,25:04,5KM
1977,Dame,25:05,5KM
1973,Hea,25:05,5KM
1985,Dame,25:06,5KM
1969,Hea,25:07,5KM
1961,Hea,25:08,5KM
1974,Hea,25:08,5KM
1976,Hea,25:08,5KM
1979,Dame,25:11,5KM
1976,Hea,25:11,5KM
1963,Hea,25:12,5KM
1986,Dame,25:14,5KM
1982,Hea,25:18,5KM
1984,Hea,25:19,5KM
1972,Hea,25:20,5KM
1988,Hea,25:20,5KM
1988,Dame,25:20,5KM
1990,Dame,25:21,5KM
1965,Dame,25:23,5KM
1976,Dame,25:24,5KM
1980,Hea,25:26,5KM
1981,Hea,25:27,5KM
1990,Dame,25:30,5KM
1957,Hea,25:32,5KM
1972,Hea,25:33,5KM
1990,Hea,25:33,5KM
1998,Hea,25:33,5KM
1986,Dame,25:34,5KM
1978,Hea,25:35,5KM
1995,Hea,25:35,5KM
1899,Hea,25:41,5KM
1977,Hea,25:41,5KM
1977,Dame,25:44,5KM
1988,Dame,25:44,5KM
1990,Hea,25:44,5KM
1977,Hea,25:44,5KM
1983,Hea,25:45,5KM
1966,Hea,25:45,5KM
1967,Hea,25:45,5KM
1990,Dame,25:46,5KM
1970,Hea,25:47,5KM
1987,Hea,25:49,5KM
1987,Hea,25:49,5KM
1977,Hea,25:50,5KM
1966,Hea,25:50,5KM
1969,Hea,25:51,5KM
1984,Hea,25:52,5KM
1988,Hea,25:53,5KM
1968,Hea,25:53,5KM
1969,Hea,25:53,5KM
1980,Hea,25:53,5KM
1967,Hea,25:53,5KM
1964,Hea,25:53,5KM
1968,Dame,25:58,5KM
1966,Hea,25:59,5KM
1988,Dame,25:59,5KM
1985,Hea,26:01,5KM
1984,Dame,26:02,5KM
1979,Hea,26:03,5KM
1962,Hea,26:03,5KM
1961,Hea,26:03,5KM
1970,Hea,26:03,5KM
2001,Hea,26:05,5KM
2016,Dame,26:06,5KM
1985,Dame,26:07,5KM
1964,Hea,26:07,5KM
1994,Hea,26:07,5KM
1978,Dame,26:08,5KM
1983,Dame,26:08,5KM
1968,Hea,26:09,5KM
1966,Hea,26:09,5KM
1970,Hea,26:10,5KM
1979,Hea,26:11,5KM
1982,Hea,26:11,5KM
1964,Hea,26:12,5KM
1959,Hea,26:14,5KM
1979,Dame,26:14,5KM
1968,Hea,26:15,5KM
1989,Hea,26:16,5KM
1980,Hea,26:20,5KM
1979,Dame,26:20,5KM
1981,Dame,26:20,5KM
1980,Hea,26:22,5KM
1899,Hea,26:23,5KM
1989,Dame,26:24,5KM
1965,Hea,26:24,5KM
1993,Dame,26:26,5KM
1988,Hea,26:26,5KM
1982,Dame,26:27,5KM
1979,Dame,26:28,5KM
1985,Hea,26:29,5KM
1984,Hea,26:29,5KM
1989,Dame,26:31,5KM
1978,Dame,26:31,5KM
1981,Dame,26:31,5KM
1965,Dame,26:32,5KM
1975,Hea,26:32,5KM
1980,Hea,26:33,5KM
2001,Hea,26:33,5KM
1983,Hea,26:36,5KM
1985,Hea,26:37,5KM
1984,Hea,26:38,5KM
1977,Hea,26:40,5KM
1970,Dame,26:40,5KM
1965,Dame,26:41,5KM
1981,Hea,26:41,5KM
1987,Dame,26:42,5KM
1985,Dame,26:43,5KM
1981,Dame,26:44,5KM
1986,Hea,26:44,5KM
1981,Dame,26:45,5KM
1979,Hea,26:45,5KM
1977,Hea,26:46,5KM
1980,Hea,26:49,5KM
1989,Hea,26:50,5KM
1994,Dame,26:50,5KM
1978,Dame,26:51,5KM
1977,Hea,26:51,5KM
1989,Dame,26:53,5KM
1987,Dame,26:53,5KM
1987,Dame,26:53,5KM
1979,Hea,26:54,5KM
1972,Hea,26:54,5KM
1986,Dame,26:55,5KM
2016,Hea,26:57,5KM
1973,Hea,26:57,5KM
2003,Dame,26:59,5KM
1975,Hea,27:00,5KM
1983,Hea,27:00,5KM
1990,Dame,27:01,5KM
1980,Dame,27:01,5KM
1988,Dame,27:01,5KM
1969,Dame,27:01,5KM
1969,Hea,27:02,5KM
1976,Hea,27:02,5KM
1969,Hea,27:04,5KM
1973,Hea,27:04,5KM
1986,Hea,27:05,5KM
1987,Hea,27:06,5KM
1969,Hea,27:06,5KM
1965,Hea,27:07,5KM
1989,Hea,27:07,5KM
1993,Dame,27:08,5KM
1978,Dame,27:10,5KM
1972,Hea,27:10,5KM
1899,Dame,27:10,5KM
1986,Hea,27:11,5KM
1973,Dame,27:11,5KM
1995,Hea,27:14,5KM
1967,Dame,27:14,5KM
1958,Hea,27:14,5KM
1985,Hea,27:14,5KM
1988,Hea,27:16,5KM
1979,Dame,27:18,5KM
1987,Hea,27:18,5KM
1990,Hea,27:19,5KM
2001,Hea,27:21,5KM
1982,Dame,27:22,5KM
1986,Hea,27:25,5KM
1983,Dame,27:27,5KM
1971,Dame,27:27,5KM
1970,Hea,27:27,5KM
1986,Dame,27:28,5KM
2016,Dame,27:29,5KM
1970,Hea,27:30,5KM
1961,Hea,27:30,5KM
1966,Hea,27:32,5KM
1978,Dame,27:32,5KM
2001,Dame,27:32,5KM
1987,Dame,27:34,5KM
1975,Hea,27:36,5KM
1986,Dame,27:36,5KM
1991,Dame,27:37,5KM
1989,Dame,27:37,5KM
1979,Hea,27:37,5KM
1989,Dame,27:37,5KM
1982,Dame,27:37,5KM
1960,Hea,27:38,5KM
1985,Hea,27:39,5KM
1974,Hea,27:39,5KM
1952,Hea,27:39,5KM
1974,Hea,27:40,5KM
1987,Dame,27:40,5KM
1973,Hea,27:41,5KM
1978,Dame,27:41,5KM
1980,Dame,27:42,5KM
2016,Hea,27:42,5KM
1970,Dame,27:42,5KM
1981,Dame,27:43,5KM
1990,Hea,27:45,5KM
1978,Hea,27:45,5KM
1977,Dame,27:48,5KM
1961,Dame,27:48,5KM
1980,Dame,27:50,5KM
1984,Dame,27:50,5KM
1974,Dame,27:51,5KM
1986,Dame,27:53,5KM
1983,Dame,27:54,5KM
1989,Dame,27:54,5KM
1980,Hea,27:54,5KM
1966,Dame,27:54,5KM
1969,Dame,27:54,5KM
1899,Dame,27:55,5KM
1981,Dame,27:55,5KM
1980,Dame,27:57,5KM
1984,Hea,27:57,5KM
1991,Dame,27:57,5KM
1980,Hea,27:58,5KM
1985,Hea,28:00,5KM
1969,Dame,28:00,5KM
1990,Dame,28:00,5KM
1993,Dame,28:00,5KM
1990,Hea,28:02,5KM
1989,Hea,28:02,5KM
1901,Hea,28:02,5KM
1974,Hea,28:03,5KM
1985,Dame,28:04,5KM
1980,Dame,28:05,5KM
1983,Dame,28:05,5KM
1984,Dame,28:07,5KM
1960,Hea,28:07,5KM
1990,Dame,28:07,5KM
1962,Dame,28:07,5KM
1964,Hea,28:08,5KM
1973,Dame,28:13,5KM
1963,Hea,28:14,5KM
1964,Dame,28:19,5KM
1962,Hea,28:19,5KM
1976,Hea,28:20,5KM
1985,Dame,28:21,5KM
1971,Dame,28:21,5KM
2001,Dame,28:22,5KM
1987,Dame,28:22,5KM
1989,Dame,28:25,5KM
1985,Hea,28:26,5KM
1985,Dame,28:28,5KM
1992,Dame,28:29,5KM
1982,Dame,28:29,5KM
1962,Dame,28:29,5KM
1978,Hea,28:30,5KM
1954,Hea,28:30,5KM
1975,Hea,28:31,5KM
1983,Dame,28:31,5KM
2016,Dame,28:31,5KM
1972,Hea,28:33,5KM
1991,Hea,28:33,5KM
1978,Hea,28:35,5KM
1986,Hea,28:36,5KM
1987,Dame,28:36,5KM
1981,Dame,28:36,5KM
1975,Dame,28:36,5KM
1974,Hea,28:36,5KM
1981,Dame,28:36,5KM
1988,Dame,28:37,5KM
1954,Hea,28:38,5KM
1971,Dame,28:38,5KM
1992,Dame,28:38,5KM
1970,Hea,28:39,5KM
1987,Dame,28:39,5KM
1992,Dame,28:40,5KM
1983,Dame,28:40,5KM
1899,Hea,28:40,5KM
1980,Hea,28:41,5KM
1985,Hea,28:41,5KM
1995,Dame,28:41,5KM
1968,Hea,28:41,5KM
2016,Dame,28:42,5KM
1980,Dame,28:42,5KM
1976,Hea,28:42,5KM
1988,Hea,28:43,5KM
1974,Dame,28:44,5KM
1988,Dame,28:45,5KM
1990,Dame,28:45,5KM
1988,Hea,28:45,5KM
1987,Dame,28:47,5KM
1992,Hea,28:47,5KM
1899,Hea,28:47,5KM
2001,Dame,28:48,5KM
1980,Dame,28:49,5KM
1974,Hea,28:49,5KM
1989,Hea,28:49,5KM
1971,Dame,28:51,5KM
2001,Hea,28:52,5KM
1984,Hea,28:52,5KM
1981,Dame,28:54,5KM
1980,Dame,28:58,5KM
1984,Hea,28:58,5KM
1988,Dame,28:58,5KM
1974,Dame,28:58,5KM
1970,Hea,28:59,5KM
1987,Dame,28:59,5KM
1961,Hea,29:00,5KM
1990,Dame,29:00,5KM
1976,Dame,29:01,5KM
1965,Hea,29:01,5KM
1971,Dame,29:01,5KM
1971,Hea,29:01,5KM
1966,Hea,29:01,5KM
1981,Dame,29:03,5KM
1987,Dame,29:03,5KM
1975,Hea,29:04,5KM
1969,Dame,29:04,5KM
1980,Dame,29:05,5KM
1969,Hea,29:05,5KM
1956,Dame,29:06,5KM
1984,Hea,29:06,5KM
1969,Hea,29:08,5KM
1974,Dame,29:09,5KM
1959,Dame,29:10,5KM
1978,Hea,29:10,5KM
1993,Dame,29:11,5KM
1974,Dame,29:12,5KM
1979,Dame,29:12,5KM
1982,Dame,29:12,5KM
1968,Hea,29:13,5KM
1970,Hea,29:15,5KM
1982,Dame,29:16,5KM
1990,Dame,29:17,5KM
1952,Dame,29:18,5KM
1964,Hea,29:18,5KM
1966,Hea,29:18,5KM
1980,Dame,29:18,5KM
1975,Dame,29:19,5KM
1971,Hea,29:19,5KM
1989,Dame,29:19,5KM
1954,Hea,29:19,5KM
1988,Dame,29:20,5KM
1976,Dame,29:20,5KM
1899,Hea,29:20,5KM
1988,Dame,29:21,5KM
1964,Hea,29:21,5KM
1973,Dame,29:22,5KM
1978,Hea,29:22,5KM
1992,Dame,29:22,5KM
1969,Dame,29:23,5KM
1980,Dame,29:23,5KM
1984,Hea,29:23,5KM
1973,Dame,29:24,5KM
1981,Dame,29:24,5KM
2001,Dame,29:27,5KM
1974,Dame,29:28,5KM
1982,Dame,29:29,5KM
1992,Hea,29:29,5KM
1969,Dame,29:30,5KM
1986,Hea,29:30,5KM
1971,Hea,29:31,5KM
1985,Dame,29:31,5KM
1989,Dame,29:31,5KM
1966,Dame,29:31,5KM
1987,Dame,29:32,5KM
1971,Hea,29:32,5KM
1977,Dame,29:33,5KM
2003,Dame,29:33,5KM
1968,Hea,29:34,5KM
1993,Hea,29:34,5KM
1980,Hea,29:35,5KM
1991,Dame,29:35,5KM
1963,Dame,29:35,5KM
1993,Dame,29:36,5KM
1982,Hea,29:36,5KM
1964,Hea,29:37,5KM
1986,Dame,29:38,5KM
1981,Hea,29:40,5KM
2004,Dame,29:40,5KM
1971,Dame,29:41,5KM
1977,Dame,29:41,5KM
1975,Hea,29:41,5KM
1971,Hea,29:41,5KM
1969,Dame,29:42,5KM
1973,Dame,29:43,5KM
1969,Hea,29:43,5KM
1961,Dame,29:44,5KM
1980,Dame,29:44,5KM
1961,Hea,29:44,5KM
1987,Hea,29:45,5KM
1975,Dame,29:46,5KM
1988,Dame,29:46,5KM
1983,Dame,29:46,5KM
1969,Hea,29:47,5KM
1995,Dame,29:48,5KM
1968,Dame,29:48,5KM
1968,Dame,29:49,5KM
1973,Dame,29:49,5KM
1899,Hea,29:50,5KM
1989,Dame,29:50,5KM
1987,Dame,29:51,5KM
2002,Dame,29:51,5KM
1987,Dame,29:51,5KM
1971,Dame,29:52,5KM
1990,Hea,29:53,5KM
1973,Dame,29:53,5KM
1982,Dame,29:54,5KM
1990,Hea,29:55,5KM
2016,Dame,29:56,5KM
1985,Dame,29:57,5KM
1966,Hea,29:57,5KM
1963,Dame,29:57,5KM
1982,Hea,29:58,5KM
1989,Dame,30:00,5KM
1975,Dame,30:00,5KM
1971,Dame,30:00,5KM
1974,Hea,30:02,5KM
1984,Dame,30:02,5KM
2016,Dame,30:04,5KM
2001,Dame,30:04,5KM
1988,Dame,30:04,5KM
1990,Dame,30:04,5KM
1976,Hea,30:06,5KM
1989,Dame,30:07,5KM
1977,Hea,30:07,5KM
1972,Dame,30:07,5KM
1968,Dame,30:07,5KM
1957,Hea,30:08,5KM
1970,Dame,30:08,5KM
1988,Dame,30:08,5KM
1984,Dame,30:08,5KM
1985,Hea,30:09,5KM
1975,Hea,30:09,5KM
1974,Dame,30:10,5KM
1992,Dame,30:12,5KM
1985,Hea,30:12,5KM
1979,Hea,30:12,5KM
1977,Hea,30:13,5KM
1977,Hea,30:13,5KM
1957,Hea,30:15,5KM
1968,Hea,30:18,5KM
1967,Dame,30:18,5KM
1972,Dame,30:18,5KM
1963,Dame,30:19,5KM
1980,Dame,30:20,5KM
1978,Dame,30:21,5KM
1995,Dame,30:22,5KM
1966,Dame,30:22,5KM
1989,Dame,30:22,5KM
1956,Hea,30:24,5KM
1978,Hea,30:24,5KM
1986,Dame,30:24,5KM
1982,Dame,30:24,5KM
1988,Dame,30:25,5KM
1978,Dame,30:25,5KM
2006,Hea,30:26,5KM
1982,Hea,30:26,5KM
1981,Dame,30:26,5KM
2001,Hea,30:27,5KM
1957,Hea,30:27,5KM
1964,Dame,30:27,5KM
1993,Hea,30:27,5KM
1986,Dame,30:27,5KM
1985,Hea,30:28,5KM
1992,Dame,30:28,5KM
1955,Dame,30:28,5KM
1976,Hea,30:29,5KM
1965,Dame,30:30,5KM
1965,Hea,30:30,5KM
1958,Hea,30:31,5KM
1985,Hea,30:31,5KM
1988,Dame,30:32,5KM
1976,Hea,30:32,5KM
1988,Dame,30:33,5KM
1971,Hea,30:33,5KM
2016,Dame,30:35,5KM
1955,Hea,30:35,5KM
1967,Dame,30:35,5KM
1991,Hea,30:35,5KM
1972,Hea,30:35,5KM
1984,Hea,30:35,5KM
1972,Dame,30:35,5KM
1985,Dame,30:36,5KM
1985,Dame,30:36,5KM
1974,Dame,30:41,5KM
1974,Dame,30:41,5KM
1990,Dame,30:42,5KM
1986,Hea,30:42,5KM
1989,Dame,30:42,5KM
1964,Dame,30:43,5KM
1899,Hea,30:43,5KM
1963,Dame,30:43,5KM
1965,Dame,30:43,5KM
1977,Dame,30:44,5KM
1975,Dame,30:44,5KM
1992,Hea,30:45,5KM
1981,Dame,30:46,5KM
1973,Dame,30:47,5KM
1986,Dame,30:47,5KM
1972,Dame,30:48,5KM
1961,Dame,30:48,5KM
1987,Dame,30:48,5KM
1963,Dame,30:48,5KM
1972,Dame,30:49,5KM
1984,Hea,30:49,5KM
1959,Dame,30:49,5KM
1982,Dame,30:50,5KM
1981,Dame,30:50,5KM
1979,Dame,30:50,5KM
1978,Dame,30:51,5KM
2016,Dame,30:54,5KM
1972,Hea,30:54,5KM
1991,Hea,30:55,5KM
1963,Dame,30:56,5KM
1970,Hea,30:56,5KM
1992,Hea,30:57,5KM
1980,Hea,30:57,5KM
1957,Hea,30:57,5KM
1980,Dame,30:57,5KM
1963,Hea,30:57,5KM
1971,Dame,30:58,5KM
1989,Dame,31:00,5KM
1980,Dame,31:00,5KM
1992,Dame,31:01,5KM
1970,Hea,31:01,5KM
1967,Dame,31:03,5KM
2001,Dame,31:04,5KM
1985,Dame,31:04,5KM
1992,Dame,31:05,5KM
1976,Dame,31:05,5KM
1988,Dame,31:07,5KM
1962,Hea,31:07,5KM
1899,Hea,31:08,5KM
1987,Dame,31:09,5KM
1975,Dame,31:09,5KM
1970,Dame,31:09,5KM
1995,Dame,31:10,5KM
1960,Hea,31:11,5KM
1967,Dame,31:11,5KM
1961,Hea,31:11,5KM
1993,Dame,31:11,5KM
1988,Dame,31:13,5KM
1965,Hea,31:13,5KM
1962,Dame,31:13,5KM
1974,Dame,31:14,5KM
1965,Hea,31:14,5KM
2001,Dame,31:14,5KM
1992,Dame,31:14,5KM
1959,Hea,31:16,5KM
1996,Dame,31:16,5KM
1993,Dame,31:16,5KM
1899,Dame,31:17,5KM
1961,Dame,31:17,5KM
1964,Dame,31:18,5KM
1962,Dame,31:18,5KM
1972,Hea,31:19,5KM
1986,Dame,31:19,5KM
1956,Hea,31:19,5KM
1957,Hea,31:19,5KM
1972,Dame,31:19,5KM
1974,Dame,31:20,5KM
1986,Dame,31:21,5KM
1983,Dame,31:22,5KM
1971,Hea,31:22,5KM
1984,Dame,31:23,5KM
1977,Dame,31:23,5KM
2001,Dame,31:24,5KM
1977,Hea,31:24,5KM
1991,Dame,31:25,5KM
1989,Dame,31:25,5KM
1967,Dame,31:26,5KM
1954,Dame,31:27,5KM
1972,Dame,31:28,5KM
1971,Dame,31:28,5KM
1994,Hea,31:28,5KM
1990,Dame,31:29,5KM
1972,Hea,31:29,5KM
1983,Dame,31:29,5KM
1987,Dame,31:30,5KM
1962,Dame,31:31,5KM
1959,Dame,31:31,5KM
1988,Dame,31:31,5KM
1979,Dame,31:31,5KM
1964,Dame,31:31,5KM
2001,Dame,31:32,5KM
1986,Dame,31:32,5KM
1974,Dame,31:33,5KM
1993,Dame,31:33,5KM
1976,Dame,31:34,5KM
1968,Hea,31:35,5KM
1981,Dame,31:36,5KM
1984,Dame,31:36,5KM
1978,Dame,31:36,5KM
1970,Dame,31:36,5KM
1958,Hea,31:36,5KM
1990,Dame,31:37,5KM
1987,Dame,31:37,5KM
1968,Dame,31:38,5KM
1974,Dame,31:39,5KM
1993,Dame,31:39,5KM
1972,Dame,31:39,5KM
1976,Dame,31:40,5KM
1973,Dame,31:41,5KM
1961,Dame,31:41,5KM
1975,Dame,31:41,5KM
1992,Hea,31:42,5KM
1971,Dame,31:43,5KM
1980,Dame,31:43,5KM
1988,Hea,31:43,5KM
1958,Hea,31:43,5KM
1961,Dame,31:44,5KM
1988,Hea,31:44,5KM
1971,Dame,31:44,5KM
1979,Dame,31:45,5KM
1980,Dame,31:45,5KM
1965,Dame,31:45,5KM
1982,Dame,31:46,5KM
1983,Dame,31:46,5KM
1983,Dame,31:47,5KM
2002,Dame,31:49,5KM
1974,Dame,31:50,5KM
1962,Dame,31:50,5KM
1964,Hea,31:50,5KM
1956,Dame,31:50,5KM
1978,Dame,31:51,5KM
1973,Hea,31:51,5KM
1956,Hea,31:51,5KM
1989,Dame,31:52,5KM
1949,Hea,31:53,5KM
1961,Hea,31:53,5KM
1971,Hea,31:54,5KM
1987,Dame,31:54,5KM
1980,Dame,31:55,5KM
2001,Dame,31:56,5KM
2002,Dame,31:56,5KM
1981,Dame,31:56,5KM
1992,Dame,31:57,5KM
1962,Dame,31:57,5KM
1989,Dame,31:57,5KM
1991,Dame,31:58,5KM
1981,Dame,31:58,5KM
1973,Dame,31:59,5KM
1990,Dame,31:59,5KM
1899,Dame,32:00,5KM
1986,Hea,32:01,5KM
1976,Dame,32:01,5KM
1974,Dame,32:01,5KM
1990,Hea,32:01,5KM
1973,Dame,32:02,5KM
1991,Dame,32:02,5KM
1979,Hea,32:03,5KM
1989,Dame,32:03,5KM
1986,Dame,32:04,5KM
1983,Hea,32:04,5KM
1972,Dame,32:05,5KM
1982,Dame,32:05,5KM
2002,Dame,32:06,5KM
1964,Hea,32:07,5KM
2001,Dame,32:07,5KM
1969,Dame,32:07,5KM
1953,Dame,32:08,5KM
2001,Dame,32:09,5KM
1961,Dame,32:10,5KM
1964,Dame,32:12,5KM
1987,Hea,32:13,5KM
1977,Dame,32:15,5KM
1987,Hea,32:15,5KM
1978,Dame,32:15,5KM
1982,Hea,32:16,5KM
1989,Dame,32:16,5KM
1973,Dame,32:17,5KM
2000,Dame,32:19,5KM
1969,Dame,32:20,5KM
1963,Hea,32:21,5KM
1951,Dame,32:22,5KM
1984,Hea,32:23,5KM
1982,Hea,32:23,5KM
1985,Dame,32:23,5KM
1958,Hea,32:24,5KM
1968,Hea,32:25,5KM
1971,Hea,32:25,5KM
1966,Dame,32:25,5KM
1985,Dame,32:26,5KM
2002,Dame,32:28,5KM
2002,Dame,32:28,5KM
1955,Dame,32:28,5KM
1984,Hea,32:29,5KM
1962,Dame,32:30,5KM
1986,Hea,32:31,5KM
1961,Dame,32:31,5KM
1974,Dame,32:31,5KM
1960,Dame,32:32,5KM
2001,Dame,32:32,5KM
1977,Dame,32:33,5KM
1964,Dame,32:34,5KM
1985,Hea,32:34,5KM
1968,Dame,32:34,5KM
1964,Dame,32:35,5KM
1978,Dame,32:36,5KM
1979,Hea,32:36,5KM
1980,Dame,32:36,5KM
1986,Dame,32:37,5KM
1964,Hea,32:37,5KM
1968,Dame,32:38,5KM
1985,Dame,32:38,5KM
1973,Dame,32:39,5KM
1976,Dame,32:39,5KM
1899,Dame,32:39,5KM
1963,Dame,32:40,5KM
1982,Dame,32:40,5KM
1974,Dame,32:40,5KM
1973,Hea,32:44,5KM
1990,Dame,32:44,5KM
1965,Dame,32:44,5KM
1985,Hea,32:45,5KM
1970,Hea,32:45,5KM
1963,Hea,32:46,5KM
1967,Dame,32:46,5KM
1972,Dame,32:46,5KM
1978,Dame,32:47,5KM
1989,Dame,32:47,5KM
1967,Dame,32:47,5KM
1973,Hea,32:50,5KM
1965,Dame,32:50,5KM
1966,Dame,32:50,5KM
1980,Dame,32:50,5KM
1987,Hea,32:50,5KM
1968,Dame,32:50,5KM
1981,Dame,32:52,5KM
1973,Dame,32:53,5KM
1959,Hea,32:54,5KM
1961,Dame,32:54,5KM
2002,Dame,32:54,5KM
1998,Dame,32:55,5KM
1985,Dame,32:56,5KM
1968,Dame,32:57,5KM
1984,Dame,32:57,5KM
1985,Dame,32:57,5KM
1952,Dame,32:59,5KM
1975,Dame,32:59,5KM
1970,Hea,33:00,5KM
1960,Dame,33:01,5KM
1968,Hea,33:03,5KM
1990,Dame,33:03,5KM
1966,Dame,33:04,5KM
1988,Dame,33:05,5KM
1960,Hea,33:05,5KM
1983,Dame,33:05,5KM
1980,Dame,33:07,5KM
1974,Dame,33:07,5KM
1955,Dame,33:07,5KM
1986,Dame,33:08,5KM
1957,Hea,33:08,5KM
1978,Dame,33:08,5KM
2001,Dame,33:08,5KM
1987,Dame,33:09,5KM
1993,Dame,33:09,5KM
1990,Dame,33:09,5KM
1961,Hea,33:10,5KM
1969,Dame,33:10,5KM
2001,Dame,33:11,5KM
1971,Dame,33:13,5KM
1987,Dame,33:14,5KM
1958,Dame,33:14,5KM
1979,Hea,33:15,5KM
1977,Dame,33:15,5KM
1989,Dame,33:16,5KM
1987,Dame,33:16,5KM
1955,Dame,33:16,5KM
1986,Dame,33:16,5KM
1955,Dame,33:17,5KM
1957,Dame,33:18,5KM
1991,Dame,33:18,5KM
1956,Hea,33:19,5KM
1958,Dame,33:19,5KM
1967,Dame,33:19,5KM
1972,Hea,33:20,5KM
1964,Hea,33:21,5KM
1956,Dame,33:21,5KM
2012,Dame,33:21,5KM
1977,Dame,33:23,5KM
1970,Dame,33:23,5KM
1986,Hea,33:24,5KM
1974,Hea,33:25,5KM
1994,Dame,33:25,5KM
1982,Dame,33:26,5KM
1986,Dame,33:27,5KM
1973,Dame,33:27,5KM
2016,Dame,33:27,5KM
2001,Dame,33:27,5KM
1989,Hea,33:27,5KM
1990,Dame,33:27,5KM
2001,Dame,33:27,5KM
2001,Dame,33:27,5KM
1962,Dame,33:28,5KM
1973,Dame,33:28,5KM
1993,Dame,33:28,5KM
1981,Dame,33:28,5KM
1973,Dame,33:29,5KM
1960,Hea,33:32,5KM
1981,Dame,33:33,5KM
1970,Hea,33:33,5KM
1987,Dame,33:33,5KM
1992,Dame,33:33,5KM
1979,Dame,33:34,5KM
1968,Dame,33:34,5KM
1988,Hea,33:34,5KM
1985,Dame,33:35,5KM
1979,Hea,33:36,5KM
1970,Dame,33:37,5KM
1985,Dame,33:38,5KM
1960,Dame,33:39,5KM
1980,Dame,33:41,5KM
1973,Hea,33:41,5KM
1986,Dame,33:41,5KM
1979,Dame,33:41,5KM
1980,Dame,33:42,5KM
1966,Dame,33:42,5KM
1962,Dame,33:43,5KM
1956,Hea,33:44,5KM
1978,Hea,33:44,5KM
1959,Dame,33:44,5KM
1959,Dame,33:44,5KM
1970,Hea,33:45,5KM
1957,Hea,33:46,5KM
1972,Dame,33:47,5KM
1995,Hea,33:47,5KM
1990,Dame,33:47,5KM
1972,Dame,33:49,5KM
1977,Hea,33:50,5KM
1958,Dame,33:50,5KM
1989,Dame,33:53,5KM
1989,Dame,33:53,5KM
1975,Dame,33:55,5KM
